customer_id,age,income,employment_years,credit_score,num_dependents,loan_amount,loan_term_months,loan_purpose,past_defaults,default
2727,27,5775.0,20.0,711.0,2,38504.0,24,Business,1,1
2728,22,6126.0,23.0,618.0,3,20923.0,12,Other,0,0
2729,22,6420.0,19.0,644.0,1,21464.0,36,Home,0,0
2730,41,6462.0,7.0,645.0,4,22669.0,12,Business,0,0
2731,61,4853.0,2.0,635.0,4,36521.0,48,Business,0,0
2732,32,4860.0,5.0,721.0,1,2000.0,36,Car,1,0
2733,32,8786.0,11.0,609.0,3,15028.0,48,Car,0,0
2734,62,3854.0,6.0,633.0,1,17899.0,24,Education,0,0
2735,24,4740.0,11.0,762.0,4,21397.0,60,Car,0,0
2736,56,8095.0,7.0,839.0,4,26779.0,60,Education,0,0
2737,59,4358.0,18.0,650.0,2,23298.0,24,Home,0,0
2738,25,5016.0,11.0,554.0,1,27802.0,36,Business,0,1
2739,46,6033.0,1.0,693.0,2,20844.0,12,Education,1,0
2740,52,3455.0,24.0,629.0,1,31173.0,36,Education,1,1
2741,34,12406.0,19.0,850.0,4,16617.0,48,Education,1,0
2742,33,2994.0,22.0,689.0,4,12328.0,12,Car,0,0
2743,44,7902.0,9.0,742.0,1,5886.0,60,Car,0,0
2744,38,8815.0,20.0,515.0,3,24664.0,12,Home,0,1
2745,33,4925.0,23.0,736.0,4,36514.0,36,Business,0,1
2746,52,5532.0,9.0,788.0,4,13399.0,24,Car,0,0
2747,60,4539.0,0.0,766.0,0,26266.0,12,Car,0,1
2748,44,4466.0,1.0,705.0,0,7182.0,60,Education,0,0
2749,38,7553.0,22.0,581.0,0,19569.0,48,Home,1,0
2750,34,4740.0,12.0,671.0,2,16840.0,24,Business,0,0
2751,52,2848.0,21.0,719.0,4,27243.0,48,Home,2,1
2752,46,6264.0,15.0,618.0,0,13360.0,36,Car,0,0
2753,25,6333.0,5.0,661.0,1,27315.0,60,Home,1,0
2754,22,6626.0,6.0,781.0,4,15955.0,24,Education,0,0
2755,52,2554.0,3.0,622.0,0,11619.0,12,Home,1,0
2756,22,10387.0,23.0,704.0,4,19710.0,48,Home,0,0
2757,61,7566.0,18.0,751.0,3,19117.0,24,Business,0,0
2758,27,4264.0,12.0,679.0,0,19611.0,12,Other,0,0
2759,35,3948.0,15.0,588.0,4,20373.0,12,Home,1,0
2760,59,5461.0,4.0,724.0,3,14655.0,12,Education,0,0
2761,60,8326.0,8.0,706.0,2,9607.0,60,Home,0,0
2762,50,7466.0,22.0,585.0,2,22217.0,36,Other,1,0
2763,43,4765.0,12.0,647.0,4,4795.0,24,Education,0,0
2764,47,6377.0,2.0,850.0,4,2000.0,48,Other,0,0
2765,33,8748.0,5.0,640.0,2,22495.0,24,Home,0,0
2766,48,6115.0,13.0,763.0,4,13876.0,60,Home,0,0
2767,47,3232.0,18.0,632.0,3,19177.0,12,Home,1,0
2768,50,4860.0,8.0,643.0,2,27539.0,24,Education,0,0
2769,22,4105.0,3.0,770.0,4,16349.0,12,Business,0,0
2770,50,4650.0,13.0,583.0,1,6911.0,12,Business,0,0
2771,23,6504.0,24.0,651.0,4,6850.0,36,Car,0,0
2772,42,7929.0,0.0,658.0,0,6846.0,60,Home,0,0
2773,49,4975.0,9.0,654.0,3,15951.0,60,Car,0,0
2774,34,6808.0,23.0,612.0,1,7518.0,36,Car,0,0
2775,35,7800.0,9.0,777.0,0,19038.0,48,Car,0,0
2776,34,5739.0,3.0,778.0,3,12760.0,36,Home,0,0
2777,54,2822.0,8.0,707.0,2,25358.0,12,Car,1,0
2778,23,3952.0,4.0,707.0,1,17721.0,12,Home,0,1
2779,64,6577.0,23.0,586.0,2,20008.0,36,Car,0,0
2780,37,4291.0,1.0,640.0,3,16069.0,48,Home,0,0
2781,55,3221.0,8.0,698.0,3,20445.0,48,Business,0,0
2782,53,2348.0,1.0,720.0,4,8414.0,48,Education,0,0
2783,57,9745.0,14.0,564.0,3,9567.0,60,Education,0,0
2784,53,3045.0,17.0,670.0,4,28663.0,48,Education,0,0
2785,43,6969.0,12.0,678.0,0,35274.0,60,Education,1,0
2786,48,8928.0,21.0,677.0,1,12582.0,48,Education,0,0
2787,37,7283.0,11.0,635.0,1,24305.0,60,Business,1,0
2788,32,7178.0,21.0,549.0,2,28362.0,60,Business,0,0
2789,29,4689.0,7.0,712.0,3,23593.0,48,Home,0,0
2790,29,3901.0,10.0,783.0,0,15894.0,60,Education,0,0
2791,31,7832.0,14.0,678.0,0,22309.0,48,Car,0,0
2792,50,6189.0,4.0,745.0,0,17701.0,48,Education,2,0
2793,38,6747.0,1.0,594.0,1,17135.0,12,Education,0,0
2794,37,5378.0,2.0,641.0,4,24384.0,24,Other,0,0
2795,38,6202.0,15.0,693.0,4,7223.0,24,Education,1,0
2796,57,8907.0,13.0,664.0,3,12261.0,48,Car,0,0
2797,34,3004.0,8.0,577.0,4,24856.0,24,Education,0,1
2798,35,8246.0,14.0,669.0,0,16566.0,24,Education,0,0
2799,21,6083.0,6.0,623.0,1,9396.0,48,Education,1,0
2800,28,8759.0,17.0,677.0,2,4399.0,36,Business,0,0
2801,31,7530.0,10.0,536.0,3,15349.0,60,Car,0,0
2802,48,5011.0,21.0,669.0,3,23940.0,12,Car,0,1
2803,53,8472.0,13.0,570.0,0,11438.0,48,Other,0,0
2804,57,7971.0,21.0,687.0,1,23212.0,12,Business,0,0
2805,30,5629.0,17.0,592.0,2,24095.0,36,Car,0,0
2806,24,3837.0,4.0,706.0,0,24692.0,12,Car,2,0
2807,41,5020.0,21.0,545.0,3,22439.0,12,Car,1,0
2808,34,6283.0,14.0,753.0,1,12279.0,48,Business,1,0
2809,36,5070.0,24.0,633.0,0,13989.0,48,Education,0,0
2810,29,8219.0,0.0,724.0,3,9072.0,48,Car,0,0
2811,61,5466.0,3.0,689.0,2,14835.0,24,Education,0,0
2812,61,9691.0,3.0,805.0,3,15471.0,36,Car,1,0
2813,22,8678.0,2.0,772.0,0,16276.0,48,Business,2,0
2814,51,8690.0,11.0,676.0,3,18812.0,36,Home,0,0
2815,53,6774.0,9.0,629.0,1,23981.0,60,Business,0,0
2816,57,7483.0,23.0,701.0,2,19060.0,60,Car,1,0
2817,33,7287.0,20.0,656.0,1,17812.0,36,Business,0,0
2818,45,4751.0,3.0,701.0,1,21308.0,36,Business,0,0
2819,22,8053.0,21.0,701.0,0,23609.0,48,Business,1,0
2820,54,8013.0,19.0,571.0,3,11221.0,12,Business,2,0
2821,51,10175.0,6.0,514.0,4,21938.0,36,Home,0,0
2822,60,6914.0,8.0,626.0,0,23980.0,60,Education,0,0
2823,62,6909.0,10.0,774.0,3,9742.0,48,Business,0,0
2824,48,7389.0,7.0,624.0,3,9096.0,36,Car,0,0
2825,49,2407.0,9.0,662.0,3,18904.0,60,Car,0,0
2826,50,6864.0,21.0,734.0,3,26430.0,60,Education,1,0
2827,53,6658.0,8.0,640.0,1,21264.0,60,Home,0,0
2828,38,5123.0,13.0,762.0,3,2951.0,48,Home,0,0
2829,29,5528.0,23.0,599.0,1,20363.0,24,Business,1,0
2830,56,3141.0,16.0,816.0,0,23936.0,12,Education,0,1
2831,59,2326.0,16.0,772.0,4,22107.0,12,Education,0,0
2832,55,5753.0,11.0,841.0,4,34634.0,48,Car,0,0
2833,48,8707.0,10.0,631.0,1,32355.0,36,Other,0,1
2834,49,4207.0,15.0,586.0,3,20361.0,36,Education,0,0
2835,29,7714.0,14.0,579.0,1,13410.0,24,Education,1,0
2836,33,5666.0,2.0,552.0,3,29677.0,60,Home,0,1
2837,33,6062.0,12.0,690.0,2,12044.0,12,Home,1,0
2838,58,7384.0,6.0,729.0,4,21711.0,36,Home,0,0
2839,55,5402.0,13.0,618.0,3,22605.0,60,Home,0,0
2840,47,5622.0,24.0,686.0,0,14677.0,36,Business,0,0
2841,51,4188.0,8.0,585.0,0,20972.0,60,Car,2,0
2842,33,7560.0,1.0,790.0,3,12966.0,60,Business,0,0
2843,40,6669.0,24.0,632.0,4,15357.0,60,Business,0,0
2844,58,8953.0,7.0,386.0,1,23182.0,12,Other,0,0
2845,48,5345.0,8.0,553.0,2,30258.0,12,Home,2,1
2846,61,8106.0,3.0,655.0,0,32809.0,24,Education,0,0
2847,59,4715.0,3.0,661.0,2,18793.0,24,Education,0,0
2848,62,9736.0,15.0,682.0,4,18622.0,60,Education,1,0
2849,60,5791.0,11.0,687.0,1,24260.0,12,Education,0,0
2850,30,5852.0,20.0,640.0,0,10404.0,12,Car,0,0
2851,57,6653.0,10.0,581.0,3,19661.0,36,Education,0,0
2852,21,9482.0,22.0,833.0,3,21690.0,12,Car,1,0
2853,22,7740.0,0.0,836.0,4,19720.0,48,Home,0,0
2854,21,8419.0,6.0,631.0,1,7575.0,36,Education,0,0
2855,47,7769.0,14.0,755.0,0,6659.0,60,Home,0,0
2856,54,7560.0,8.0,823.0,2,9820.0,60,Car,0,0
2857,35,6306.0,18.0,788.0,0,17870.0,36,Home,0,0
2858,45,4852.0,19.0,720.0,3,29825.0,60,Home,0,0
2859,56,8527.0,6.0,658.0,0,16414.0,36,Car,0,0
2860,56,7379.0,10.0,635.0,3,27423.0,12,Other,0,0
2861,50,5710.0,0.0,644.0,1,22436.0,48,Other,1,0
2862,23,4422.0,7.0,711.0,0,15819.0,24,Other,0,0
2863,24,2689.0,14.0,819.0,4,25667.0,12,Business,0,0
2864,25,4103.0,21.0,670.0,1,26592.0,60,Business,0,0
2865,56,4353.0,15.0,598.0,4,19566.0,12,Car,1,0
2866,31,6095.0,14.0,717.0,0,15115.0,60,Car,0,0
2867,44,3673.0,20.0,633.0,2,16730.0,48,Business,0,0
2868,23,4250.0,21.0,794.0,1,23468.0,12,Car,0,0
2869,54,6210.0,16.0,549.0,4,28216.0,48,Other,0,0
2870,27,7268.0,14.0,780.0,1,18992.0,60,Car,1,0
2871,31,2212.0,9.0,568.0,4,12612.0,60,Education,0,0
2872,32,4650.0,6.0,609.0,2,15775.0,60,Other,0,1
2873,44,4343.0,19.0,773.0,2,16937.0,60,Business,0,1
2874,39,5966.0,16.0,548.0,1,12759.0,36,Home,0,0
2875,28,8391.0,21.0,649.0,3,29269.0,12,Home,0,0
2876,25,5758.0,16.0,548.0,0,17103.0,48,Car,0,0
2877,21,3795.0,22.0,528.0,2,20898.0,36,Business,0,0
2878,51,5840.0,10.0,659.0,1,26923.0,48,Business,0,0
2879,21,4799.0,18.0,556.0,3,9183.0,24,Home,0,0
2880,40,8719.0,16.0,585.0,4,19875.0,36,Car,0,0
2881,46,5385.0,14.0,597.0,2,9272.0,60,Education,0,0
2882,40,6543.0,4.0,814.0,1,15741.0,24,Other,0,0
2883,52,3599.0,21.0,737.0,1,7443.0,12,Car,0,0
2884,45,3076.0,3.0,696.0,1,21490.0,36,Education,0,0
2885,50,2627.0,19.0,599.0,4,19959.0,24,Business,1,0
2886,44,5751.0,12.0,687.0,0,28293.0,48,Business,1,1
2887,39,4056.0,16.0,684.0,0,21807.0,36,Education,0,0
2888,39,9307.0,13.0,712.0,4,13772.0,36,Education,0,0
2889,42,5035.0,19.0,621.0,2,25410.0,60,Education,1,1
2890,43,6793.0,6.0,729.0,1,6066.0,60,Education,0,0
2891,41,5153.0,10.0,654.0,0,16852.0,12,Home,1,0
2892,52,6823.0,20.0,601.0,0,35067.0,48,Other,1,0
2893,50,5618.0,16.0,634.0,1,23633.0,48,Home,0,0
2894,37,3757.0,12.0,650.0,1,16110.0,36,Car,0,0
2895,58,4429.0,16.0,608.0,0,21427.0,24,Car,0,0
2896,61,5828.0,20.0,496.0,3,23885.0,24,Car,0,1
2897,21,3910.0,7.0,705.0,1,26436.0,60,Home,2,0
2898,42,5078.0,18.0,787.0,3,15692.0,48,Business,0,0
2899,40,7501.0,11.0,714.0,0,10253.0,24,Other,0,0
2900,46,5297.0,13.0,791.0,0,17377.0,12,Education,0,1
2901,62,6126.0,17.0,818.0,0,24933.0,12,Education,0,1
2902,35,5567.0,3.0,728.0,2,23400.0,24,Home,0,0
2903,61,4055.0,10.0,601.0,1,17336.0,60,Edcuation,0,0
2904,30,3552.0,22.0,618.0,4,30841.0,48,Other,0,0
2905,43,7518.0,12.0,739.0,1,21051.0,60,Business,0,0
2906,61,7776.0,4.0,643.0,4,13626.0,12,Other,0,0
2907,60,3774.0,16.0,670.0,2,3855.0,48,Education,0,0
2908,29,7581.0,22.0,602.0,2,23848.0,36,Other,0,0
2909,34,6133.0,8.0,731.0,3,16904.0,36,Education,1,0
2910,33,6852.0,6.0,718.0,1,24219.0,36,Education,0,1
2911,28,9656.0,18.0,757.0,1,14588.0,24,Home,0,0
2912,39,2271.0,7.0,782.0,4,14877.0,24,Home,0,0
2913,50,5161.0,14.0,632.0,3,13065.0,36,Home,0,0
2914,48,6539.0,1.0,735.0,0,11894.0,24,Business,0,0
2915,47,7532.0,18.0,646.0,1,11109.0,36,Other,0,0
2916,27,4047.0,18.0,624.0,4,17448.0,36,Business,0,0
2917,64,7184.0,13.0,626.0,0,27208.0,36,Education,0,0
2918,62,6294.0,6.0,531.0,1,34769.0,36,Car,0,0
2919,64,8709.0,20.0,718.0,2,2000.0,60,Car,0,0
2920,46,4998.0,10.0,663.0,3,23379.0,60,Other,0,0
2921,23,7239.0,4.0,765.0,4,20177.0,48,Home,0,0
2922,25,5956.0,19.0,683.0,0,20772.0,60,Business,0,0
2923,40,4444.0,3.0,661.0,4,30029.0,24,Education,0,0
2924,49,4775.0,11.0,627.0,3,31208.0,12,Business,0,0
2925,39,4769.0,18.0,663.0,4,11092.0,48,Business,0,0
2926,45,5782.0,22.0,671.0,3,26606.0,48,Car,0,0
2927,33,6354.0,6.0,793.0,3,18710.0,48,Education,2,0
2928,35,5000.0,3.0,575.0,4,15637.0,36,Education,0,0
2929,44,7614.0,10.0,704.0,3,27897.0,24,Hmoe,0,0
2930,32,5441.0,4.0,792.0,2,16360.0,48,Education,0,0
2931,29,8188.0,23.0,717.0,0,8166.0,36,Home,0,0
2932,41,6400.0,4.0,634.0,3,3655.0,12,Home,0,0
2933,63,6263.0,5.0,684.0,2,23348.0,24,Education,0,0
2934,36,5269.0,14.0,781.0,3,21082.0,24,Business,0,0
2935,40,7668.0,20.0,717.0,2,22162.0,24,Business,0,0
2936,60,2577.0,14.0,718.0,2,24693.0,60,Home,0,0
2937,48,6933.0,3.0,569.0,2,19101.0,48,Education,0,0
2938,58,7319.0,9.0,559.0,2,16959.0,24,Business,0,0
2939,33,7559.0,1.0,730.0,4,19286.0,60,Home,0,0
2940,58,6336.0,19.0,627.0,2,25059.0,24,Other,0,0
2941,29,11420.0,14.0,702.0,4,18398.0,60,Other,0,0
2942,49,6294.0,9.0,651.0,2,26438.0,12,Home,0,1
2943,48,2465.0,23.0,491.0,2,9817.0,24,Home,0,0
2944,38,6002.0,13.0,644.0,1,17026.0,12,Education,0,0
2945,64,6377.0,1.0,753.0,3,7008.0,60,Business,1,0
2946,39,4572.0,15.0,643.0,0,15612.0,24,Education,0,0
2947,43,8934.0,19.0,638.0,4,24237.0,36,Car,0,0
2948,41,5511.0,8.0,711.0,1,13494.0,24,Education,0,0
2949,53,4134.0,10.0,643.0,4,26116.0,60,Education,2,1
2950,44,6312.0,15.0,624.0,0,24784.0,60,Car,1,0
2951,25,6286.0,21.0,623.0,2,20354.0,60,Business,0,0
2952,56,6872.0,20.0,792.0,2,21224.0,60,Education,0,0
2953,52,1500.0,18.0,580.0,2,32190.0,48,Home,1,0
2954,40,4520.0,1.0,788.0,0,4444.0,12,Other,0,0
2955,54,6697.0,4.0,616.0,2,7139.0,48,Education,1,0
2956,37,8093.0,17.0,801.0,3,16421.0,12,Education,0,0
2957,31,6536.0,3.0,597.0,3,17037.0,24,Car,0,0
2958,23,4559.0,11.0,590.0,4,18188.0,12,Home,0,0
2959,61,5739.0,24.0,790.0,3,34697.0,24,Home,1,0
2960,56,7730.0,2.0,578.0,0,26328.0,12,Home,0,0
2961,40,7382.0,15.0,847.0,2,27902.0,36,Other,0,1
2962,21,7325.0,3.0,622.0,4,24754.0,48,Car,1,0
2963,33,8387.0,22.0,557.0,4,14065.0,36,Education,1,0
2964,32,8777.0,23.0,637.0,0,34073.0,48,Car,0,0
2965,60,3960.0,7.0,670.0,0,15111.0,12,Home,0,0
2966,24,4805.0,15.0,501.0,3,13861.0,36,Business,2,0
2967,32,8306.0,17.0,686.0,1,18487.0,12,Business,0,0
2968,49,3215.0,3.0,760.0,0,13690.0,60,Education,0,0
2969,64,7780.0,11.0,647.0,4,21665.0,36,Business,0,0
2970,36,3309.0,15.0,705.0,0,17303.0,60,Car,0,0
2971,52,8041.0,10.0,498.0,3,2000.0,24,Education,0,0
2972,43,6215.0,23.0,785.0,0,19467.0,24,Business,0,0
2973,22,6297.0,22.0,527.0,1,21533.0,12,Car,2,0
2974,26,6683.0,21.0,719.0,0,19155.0,12,Business,0,1
2975,42,4330.0,13.0,850.0,4,33220.0,48,Education,0,0
2976,50,8397.0,5.0,746.0,1,24976.0,24,Business,1,0
2977,48,8144.0,15.0,515.0,4,20579.0,48,Home,0,0
2978,43,2431.0,15.0,591.0,3,18616.0,60,Home,0,1
2979,22,9409.0,24.0,668.0,1,25008.0,36,Car,0,1
2980,54,4331.0,4.0,850.0,4,14670.0,24,Home,0,0
2981,37,3526.0,11.0,676.0,1,14289.0,48,Home,0,0
2982,45,3766.0,20.0,636.0,0,14415.0,12,Car,0,0
2983,31,7268.0,13.0,727.0,3,3336.0,36,Business,1,0
2984,45,1500.0,2.0,770.0,0,6940.0,60,Education,0,0
2985,59,5053.0,22.0,837.0,0,19164.0,24,Business,0,0
2986,59,4936.0,8.0,628.0,1,22791.0,12,Business,0,0
2987,39,5220.0,22.0,715.0,2,27613.0,12,Other,0,0
2988,22,3380.0,19.0,768.0,1,24737.0,60,Education,0,0
2989,63,5929.0,0.0,584.0,2,12221.0,12,Car,0,0
2990,51,6126.0,13.0,527.0,3,16887.0,48,Car,0,0
2991,21,5129.0,18.0,651.0,2,7984.0,12,Home,0,0
2992,60,7975.0,9.0,707.0,0,24902.0,12,Car,1,0
2993,31,4213.0,24.0,795.0,3,9470.0,60,Car,0,0
2994,46,5582.0,24.0,513.0,0,15873.0,24,Home,0,0
2995,33,6694.0,22.0,772.0,1,19673.0,60,Education,0,0
2996,49,3114.0,3.0,662.0,1,18932.0,48,Car,0,1
2997,44,2139.0,20.0,792.0,2,25514.0,60,Home,0,0
2998,59,6370.0,12.0,700.0,4,18051.0,48,Car,0,0
2999,33,7571.0,8.0,544.0,0,11891.0,12,Home,0,1
3000,39,9209.0,0.0,850.0,1,23904.0,24,Car,0,0
3001,50,5858.0,15.0,743.0,0,13526.0,60,Car,0,0
3002,58,6064.0,5.0,618.0,1,15728.0,12,Other,2,0
3003,57,4702.0,20.0,610.0,4,32068.0,48,Business,0,0
3004,45,6622.0,1.0,696.0,2,12145.0,12,Business,0,0
3005,55,3724.0,4.0,635.0,3,21932.0,60,Car,0,0
3006,38,7033.0,4.0,686.0,3,27252.0,60,Education,0,0
3007,37,5790.0,0.0,771.0,0,18832.0,12,Home,0,0
3008,63,4514.0,4.0,644.0,2,10321.0,12,Home,0,0
3009,34,6840.0,17.0,727.0,2,18858.0,48,Other,0,0
3010,35,7237.0,8.0,683.0,3,24924.0,48,Car,0,0
3011,33,10069.0,24.0,717.0,0,18566.0,36,Home,0,0
3012,62,6301.0,20.0,560.0,2,19052.0,12,Other,0,0
3013,24,5538.0,8.0,547.0,1,12999.0,12,Business,0,0
3014,23,6552.0,18.0,555.0,3,16217.0,48,Car,0,0
3015,40,6572.0,5.0,741.0,4,20797.0,36,Business,0,0
3016,30,6070.0,16.0,675.0,3,12487.0,12,Education,0,0
3017,45,10536.0,11.0,506.0,3,13169.0,36,Home,0,0
3018,24,8390.0,14.0,696.0,1,2000.0,60,Home,1,0
3019,40,7763.0,6.0,615.0,3,21809.0,36,Home,2,1
3020,43,6318.0,17.0,673.0,0,16098.0,36,Home,0,0
3021,24,6318.0,13.0,639.0,1,13648.0,12,Other,1,1
3022,29,5084.0,0.0,616.0,2,24051.0,48,Car,0,0
3023,61,3179.0,12.0,533.0,1,19803.0,60,Education,0,0
3024,58,5911.0,7.0,593.0,1,27877.0,36,Home,0,0
3025,49,6003.0,0.0,639.0,3,19304.0,12,Home,0,0
3026,45,5250.0,11.0,782.0,2,18827.0,24,Business,0,0
3027,55,7987.0,2.0,738.0,2,14446.0,48,Car,2,0
3028,34,6709.0,9.0,692.0,2,23367.0,24,Education,0,0
3029,54,6333.0,18.0,606.0,2,10228.0,60,Business,0,0
3030,32,6837.0,9.0,645.0,3,25141.0,36,Other,0,0
3031,46,3844.0,23.0,625.0,2,18244.0,24,Business,0,0
3032,35,5470.0,3.0,598.0,1,15877.0,24,Car,0,0
3033,22,4184.0,12.0,655.0,4,19061.0,60,Business,0,1
3034,27,7801.0,23.0,673.0,2,2000.0,36,Home,1,0
3035,46,4857.0,13.0,592.0,4,19745.0,36,Education,1,0
3036,41,3638.0,21.0,529.0,3,36285.0,48,Car,1,0
3037,24,6531.0,1.0,666.0,2,22137.0,12,Car,0,0
3038,48,8243.0,21.0,466.0,3,33950.0,36,Education,1,1
3039,56,3603.0,21.0,700.0,1,11146.0,36,Home,0,0
3040,46,7916.0,17.0,406.0,1,31361.0,24,Car,0,1
3041,49,5684.0,10.0,734.0,4,25245.0,60,Business,0,0
3042,42,4787.0,7.0,629.0,3,4191.0,12,Business,0,0
3043,35,8633.0,2.0,746.0,4,16929.0,48,Car,0,0
3044,42,8172.0,15.0,726.0,3,17611.0,60,Education,0,0
3045,60,3862.0,13.0,667.0,4,11907.0,48,Home,0,0
3046,58,8190.0,21.0,522.0,4,25188.0,36,Education,0,0
3047,41,6476.0,18.0,724.0,0,15771.0,24,Home,0,0
3048,51,6555.0,23.0,638.0,1,23011.0,12,Car,0,0
3049,27,4549.0,13.0,644.0,1,19349.0,36,Education,0,0
3050,23,5323.0,20.0,597.0,1,14314.0,48,Car,0,0
3051,52,8898.0,8.0,629.0,0,18361.0,12,Other,1,0
3052,24,4841.0,8.0,651.0,2,12333.0,24,Education,0,0
3053,48,8581.0,15.0,791.0,3,10616.0,60,Education,0,0
3054,29,10988.0,12.0,648.0,1,13880.0,60,Education,0,0
3055,26,4735.0,4.0,656.0,3,13339.0,36,Education,0,1
3056,24,7022.0,4.0,619.0,3,20411.0,36,Home,0,0
3057,60,7931.0,2.0,606.0,3,15771.0,24,Business,0,1
3058,50,6329.0,24.0,639.0,3,18477.0,60,Home,0,0
3059,41,3101.0,17.0,715.0,2,22980.0,24,Business,0,0
3060,60,6214.0,12.0,850.0,2,19931.0,12,Education,0,0
3061,61,7227.0,5.0,598.0,1,22482.0,12,Education,0,0
3062,28,7614.0,18.0,624.0,3,17604.0,36,Home,0,0
3063,52,4235.0,21.0,613.0,4,12683.0,60,Other,2,0
3064,34,6708.0,16.0,749.0,3,22709.0,36,Education,2,0
3065,28,6677.0,5.0,582.0,2,25325.0,60,Other,0,0
3066,55,8943.0,22.0,552.0,2,15911.0,12,Home,0,0
3067,40,8000.0,7.0,684.0,2,16951.0,12,Home,0,0
3068,22,6714.0,4.0,612.0,2,8935.0,12,Home,0,0
3069,25,8770.0,2.0,526.0,2,16271.0,48,Business,0,0
3070,36,7282.0,15.0,794.0,1,19680.0,24,Home,0,0
3071,26,5202.0,8.0,532.0,2,20501.0,60,Home,0,0
3072,32,6915.0,0.0,786.0,2,27891.0,12,Car,0,0
3073,42,6070.0,14.0,640.0,0,10167.0,60,Education,0,0
3074,34,7008.0,18.0,513.0,3,20745.0,60,Other,0,0
3075,32,9892.0,9.0,613.0,1,10784.0,60,Other,0,0
3076,22,5094.0,23.0,536.0,1,6390.0,24,Car,2,0
3077,38,7440.0,1.0,725.0,3,26336.0,36,Education,0,0
3078,46,8847.0,18.0,589.0,2,24979.0,12,Business,0,0
3079,50,10109.0,13.0,753.0,3,31806.0,36,Car,0,0
3080,35,7965.0,7.0,731.0,3,20349.0,48,Business,0,0
3081,57,5430.0,12.0,737.0,2,26766.0,12,Education,0,1
3082,30,4351.0,3.0,656.0,1,16165.0,36,Car,0,0
3083,36,4462.0,23.0,779.0,2,16442.0,60,Other,1,0
3084,54,1657.0,12.0,600.0,4,15405.0,24,Car,1,1
3085,45,6771.0,23.0,692.0,0,23218.0,48,Education,0,0
3086,30,5564.0,7.0,624.0,1,14132.0,60,Education,0,0
3087,32,5872.0,4.0,683.0,3,27355.0,36,Car,0,0
3088,42,5310.0,13.0,688.0,2,15260.0,24,Home,0,0
3089,61,6108.0,6.0,631.0,4,17509.0,12,Home,0,0
3090,47,5206.0,1.0,643.0,4,9601.0,36,Business,0,0
3091,62,5859.0,18.0,626.0,4,26731.0,24,Car,0,0
3092,29,5708.0,22.0,691.0,4,22873.0,60,Car,0,0
3093,54,6600.0,4.0,549.0,3,36746.0,48,Home,0,0
3094,22,8895.0,1.0,574.0,2,15582.0,12,Business,0,0
3095,62,7090.0,5.0,694.0,2,21548.0,36,Home,1,0
3096,55,6370.0,15.0,598.0,0,8115.0,24,Business,0,1
3097,50,3872.0,14.0,742.0,2,16187.0,60,Home,0,0
3098,23,5705.0,7.0,714.0,3,2537.0,48,Home,0,0
3099,26,8585.0,15.0,650.0,3,14510.0,48,Car,0,0
3100,63,5749.0,5.0,679.0,2,17493.0,48,Home,0,0
3101,31,9544.0,7.0,647.0,0,16628.0,12,Home,0,0
3102,38,7897.0,5.0,735.0,2,23043.0,48,Other,0,0
3103,30,4003.0,6.0,559.0,0,24725.0,24,Home,2,0
3104,49,5567.0,8.0,671.0,2,23795.0,36,Home,0,1
3105,40,6978.0,9.0,649.0,2,23188.0,36,Business,0,0
3106,27,7771.0,19.0,635.0,3,15950.0,48,Home,0,0
3107,44,5654.0,20.0,727.0,2,27547.0,60,Business,0,1
3108,45,5185.0,18.0,550.0,3,15731.0,36,Car,1,0
3109,31,8135.0,1.0,674.0,3,14563.0,60,Car,0,0
3110,36,7428.0,14.0,657.0,2,18254.0,48,Education,0,0
3111,59,9051.0,21.0,691.0,4,33715.0,48,Education,0,0
3112,21,5067.0,16.0,747.0,1,22504.0,60,Home,0,0
3113,30,3599.0,9.0,691.0,1,17541.0,24,Home,0,0
3114,63,8048.0,0.0,603.0,0,13210.0,36,Education,1,0
3115,30,7119.0,13.0,645.0,0,20288.0,60,Education,0,0
3116,31,5563.0,9.0,630.0,0,16519.0,24,Business,0,0
3117,28,4212.0,17.0,827.0,2,21502.0,12,Home,2,0
3118,47,4451.0,5.0,698.0,0,24407.0,12,Education,1,0
3119,64,4987.0,4.0,618.0,3,9585.0,24,Education,0,0
3120,39,2654.0,15.0,601.0,0,8633.0,48,Business,0,0
3121,52,7982.0,9.0,625.0,3,26104.0,60,Business,0,0
3122,31,7291.0,23.0,699.0,4,29579.0,12,Education,0,0
3123,46,5069.0,16.0,616.0,3,20704.0,36,Education,0,0
3124,56,4521.0,24.0,701.0,2,20723.0,12,Car,0,0
3125,54,5921.0,5.0,678.0,3,9837.0,60,Car,0,0
3126,39,10850.0,21.0,700.0,2,26805.0,60,Home,0,0
3127,25,6664.0,14.0,725.0,1,14789.0,12,Home,0,1
3128,36,6439.0,1.0,718.0,2,22616.0,24,Car,0,1
3129,23,4332.0,9.0,610.0,1,20730.0,60,Home,0,0
3130,44,4465.0,18.0,673.0,2,16567.0,36,Home,0,0
3131,51,8909.0,20.0,736.0,2,17438.0,36,Car,0,0
3132,60,5155.0,24.0,729.0,0,21344.0,36,Education,0,0
3133,23,6653.0,11.0,691.0,4,23869.0,12,Education,2,0
3134,43,5764.0,4.0,657.0,2,10480.0,36,Home,0,0
3135,23,5497.0,13.0,761.0,1,19956.0,12,Car,2,0
3136,47,5176.0,17.0,692.0,0,12968.0,60,Business,2,0
